37.791791,-122.411265
33.77699,-117.871
34.00907,-118.4928
38.35172,-121.987
38.457146,-121.842288
38.105062,-122.265895
38.54643,-121.7388
45.239084,-123.072385
38.248206,-122.068575
21.299654,-157.857132
34.932095,-120.435924
34.441615,-119.829584
41.305835,-72.927503
38.966725,-123.114542
41.283342,-72.351453
39.1458,-123.198497
36.9106,-80.317196
44.518836,-85.991002
37.321947,-121.947914
38.585162,-122.570376
19.922054,-155.887002
20.679483,-156.4411
36.196147,-81.653653
30.41093,-87.6838656
37.6023496,-122.3706759
33.7194429,-116.3300709
32.716068,-117.161533
35.82973,-78.7646
35.483554,-83.31624
33.75562,-116.361
32.20965,-80.683429
38.80598,-77.0569
38.34962,-121.987
38.9570814,-76.7077064
25.762536,-80.194238
27.709884,-97.373954
41.7968,-88.010542
40.714429,-111.8997
44.779413,-85.48758
45.520849,-122.687448
41.24718,-73.009992
39.324547,-120.169523
39.300355,-123.791958
41.245823,-73.009059
34.283093,-118.781431
41.080085,-73.461261
43.036383,-88.19151
37.02398,-121.562792
34.986618,-118.946688
39.197044,-120.235624
41.491597,-72.091456
39.6621876,-75.6911386
26.486793,-81.79002
27.312983,-80.4123944
40.508628,-88.984814
29.8298106,-97.9797372
46.72983,-122.977627
48.509528,-122.337289
35.486526,-120.66525
34.849336,-117.083047
34.61536,-120.187919
36.254456,-120.238446
38.642657,-121.189058
37.497136,-121.948343
45.152391,-122.88176
47.697716,-116.808282
42.241183,-88.975087
39.732437,-84.208885
39.552525,-107.340878
39.631679,-106.071001
41.067819,-73.504425
29.116397,-81.047363
29.746679,-96.598845
39.926286,-122.197552
41.309297,-122.31655
33.835218,-118.350231
36.069917,-79.510438
42.461526,-123.322627
44.08263,-123.039638
37.669142,-77.461142
33.66163,-114.241948
42.057217,-86.456228
44.105231,-103.211666
32.068933,-96.44825
30.714776,-95.56706
42.174741,-87.816361
41.698224,-84.999833
41.718767,-86.187711
43.634433,-95.595456
35.974133,-77.848201
33.721546,-116.327503
38.365873,-121.95463
29.924223,-81.41628
46.9768472,-120.54101
43.796221,-90.059541
43.878743,-91.188942
42.755866,-104.451851
40.661478,-73.793453
44.736607,-122.152381
33.486516,-80.474952
43.701939,-98.042471
43.886637,-100.716108
33.962113,-83.376851
34.923692,-110.145981
35.190836,-114.065971
39.089622,-108.604899
36.766867,-108.145009
35.505564,-108.828988
37.625528,-109.47493
38.572861,-109.550777
41.160373,-104.807622
32.13559,-81.210312
39.0242,-77.1459
39.606981,-77.734579
43.685838,-93.357351
34.666841,-79.002841
40.799969,-73.515785
41.312207,-81.516446
41.579821,-83.664422
40.01751,-79.078001
41.662815,-71.495667
43.127785,-89.305156
32.72711,-114.61968
44.771682,-91.437984
42.518715,-87.950428
36.165772,-115.139511
41.760724,-88.309774
25.669517,-80.2841924
39.563589,-104.872747
35.862838,-76.732254
44.041305,-71.124166
33.443295,-112.556543
38.993231,-110.141181
41.041538,-73.671661
41.040555,-73.673445
38.787658,-112.083683
40.684815,-80.108374
38.773537,-121.265858
40.194502,-74.641335
33.498441,-117.662504
38.249149,-112.652524
42.708249,-73.816464
38.640352,-77.297506
40.062131,-80.601647
41.13761,-81.547351
32.943496,-112.73409
32.834062,-83.626461
25.653493,-80.329549
48.989226,-122.773781
39.269409,-103.708675
38.900543,-99.319142
39.326036,-101.725751
39.677756,-111.840432
47.116756,-118.368284
33.969612,-112.731049
38.878009,-97.618733
31.448847,-83.53221
48.783251,-122.483918
45.735564,-108.604995
41.365973,-72.026147
45.61268,-121.208
37.127655,-113.601713
36.748516,-78.103517
35.641113,-120.686906
39.326086,-120.206063
30.181405,-82.679605
40.548572,-74.333795
40.575607,-124.264733
35.037996,-85.195517
40.198711,-77.189485
32.448455,-81.779807
38.53691,-120.79411
39.097594,-123.484861
34.3271068,-112.1179659
34.240808,-119.176983
33.743868,-116.216634
45.836609,-109.94264
27.939831,-82.324627
40.417459,-86.812252
43.057568,-73.804327
36.373937,-94.20808
44.980247,-93.263876
44.855877,-93.32964
44.975891,-93.26937
40.093337,-88.238383
43.352571,-70.472669
43.244741,-70.593313
40.0016487058288,-105.257391929626
38.030825,-78.481467
34.855847,-120.371319
37.839424,-120.229435
35.969727,-86.804126
36.554146,-86.237929
44.137085,-93.254404
39.460713,-123.80638
39.425375,-76.811697
43.589967,-110.826044
47.673033,-116.784147
43.744214,-111.110986
43.685739,-114.367545
44.196949,-73.361835
44.124231,-72.882447
39.103125,-84.511811
45.7130968,-121.5304179
44.0807952,-121.3059544
43.872079,-121.443949
45.890013,-123.962989
45.52021,-122.680003
26.24749,-98.204968
38.257123,-85.761484
40.05829,-82.927489
39.867302,-84.31646
41.142077,-81.639633
41.98332,-73.422296
35.224685,-80.849087
47.6169712,-122.2030091
